Frame,Visibility,X,Y,Z,Event,Timestamp
70617,0,0.0,0.0,0.0,0,1652070222.5163455
70618,0,0.0,0.0,0.0,0,1652070222.524647
70619,0,0.0,0.0,0.0,0,1652070222.5330029
70620,0,0.0,0.0,0.0,0,1652070222.5413673
70621,0,0.0,0.0,0.0,0,1652070222.549678
70622,0,0.0,0.0,0.0,0,1652070222.5580554
70623,0,0.0,0.0,0.0,0,1652070222.566342
70624,0,0.0,0.0,0.0,0,1652070222.574722
70625,0,0.0,0.0,0.0,0,1652070222.5830207
70626,0,0.0,0.0,0.0,0,1652070222.591314
70627,0,0.0,0.0,0.0,0,1652070222.5996149
70628,0,0.0,0.0,0.0,0,1652070222.608035
70629,0,0.0,0.0,0.0,0,1652070222.6163435
70630,0,0.0,0.0,0.0,0,1652070222.624676
70631,0,0.0,0.0,0.0,0,1652070222.6329825
70632,0,0.0,0.0,0.0,0,1652070222.641368
70633,0,0.0,0.0,0.0,0,1652070222.6497052
70634,0,0.0,0.0,0.0,0,1652070222.6580331
70635,0,0.0,0.0,0.0,0,1652070222.66632
70636,0,0.0,0.0,0.0,0,1652070222.6746285
70637,0,0.0,0.0,0.0,0,1652070222.68301
70638,0,0.0,0.0,0.0,0,1652070222.6912706
70639,0,0.0,0.0,0.0,0,1652070222.6997156
70640,0,0.0,0.0,0.0,0,1652070222.707976
70641,0,0.0,0.0,0.0,0,1652070222.716298
70642,0,0.0,0.0,0.0,0,1652070222.724656
70643,0,0.0,0.0,0.0,0,1652070222.7329953
70644,0,0.0,0.0,0.0,0,1652070222.7413137
70645,0,0.0,0.0,0.0,0,1652070222.7496183
70646,0,0.0,0.0,0.0,0,1652070222.7580016
70647,0,0.0,0.0,0.0,0,1652070222.766348
70648,0,0.0,0.0,0.0,0,1652070222.7747226
70649,0,0.0,0.0,0.0,0,1652070222.782987
70650,0,0.0,0.0,0.0,0,1652070222.791319
70651,0,0.0,0.0,0.0,0,1652070222.79963
70652,0,0.0,0.0,0.0,0,1652070222.8079534
70653,0,0.0,0.0,0.0,0,1652070222.8163145
70654,0,0.0,0.0,0.0,0,1652070222.824684
70655,0,0.0,0.0,0.0,0,1652070222.8329945
70656,0,0.0,0.0,0.0,0,1652070222.841322
70657,0,0.0,0.0,0.0,0,1652070222.8497112
70658,0,0.0,0.0,0.0,0,1652070222.8579514
70659,0,0.0,0.0,0.0,0,1652070222.866316
70660,0,0.0,0.0,0.0,0,1652070222.8746743
70661,0,0.0,0.0,0.0,0,1652070222.883002
70662,0,0.0,0.0,0.0,0,1652070222.8913207
70663,0,0.0,0.0,0.0,0,1652070222.8996596
70664,0,0.0,0.0,0.0,0,1652070222.9080083
70665,0,0.0,0.0,0.0,0,1652070222.916283
70666,0,0.0,0.0,0.0,0,1652070222.9246638
70667,0,0.0,0.0,0.0,0,1652070222.9329884
70668,0,0.0,0.0,0.0,0,1652070222.9413097
70669,0,0.0,0.0,0.0,0,1652070222.9495976
70670,0,0.0,0.0,0.0,0,1652070222.957997
