Frame,Visibility,X,Y,Z,Event,Timestamp
0,1,0.9504876119224496,1.9690388554145597,1.8067788951048147,0,0.0
1,1,1.0575394672336669,1.6063791051626943,1.870140552678339,0,0.0166666666666666
2,1,1.12726053601491,1.3166384363623156,1.90511475362574,0,0.0333333333333333
3,1,1.20194969283699,1.0021473713504088,1.9452177595476987,0,0.05
4,1,1.272710887738386,0.6917766413206804,1.98442901696512,0,0.0666666666666666
5,1,1.3221757461016836,0.4393209982405863,2.020852209836418,0,0.0833333333333333
6,1,1.3675422944189897,0.1680778232194798,2.039476783831521,0,0.1
7,1,1.4144884122939725,-0.0541984638075359,2.064624976663303,0,0.1166666666666666
8,1,1.4596360702931088,-0.2827484629067924,2.0857631259303377,0,0.1333333333333333
9,1,1.5146763654574096,-0.5433670703399613,2.0999256888864126,0,0.15
10,1,1.5455216769151967,-0.7000754921698128,2.1091945846493907,0,0.1666666666666666
11,1,1.5704259701500476,-0.8373774412607405,2.113510853330214,0,0.1833333333333333
12,1,1.6210378891137052,-1.0753320690888042,2.1211066819304323,0,0.2
13,1,1.64234892865784,-1.2115563784766132,2.119690727147057,0,0.2166666666666666
14,1,1.6795645555027692,-1.3891769809921553,2.1209801836168314,0,0.2333333333333333
15,1,1.7041989654733605,-1.5392494956167206,2.1092467588948782,0,0.25
16,1,1.7416465709021136,-1.6922735229671526,2.1023509673451963,0,0.2666666666666666
17,1,1.7578936969514127,-1.8159778038974583,2.097280437598326,0,0.2833333333333333
18,1,1.7990788981952164,-1.9983692231621648,2.091561507695492,0,0.3
19,1,1.8118664648703109,-2.1240266654456623,2.07857027801322,0,0.3166666666666666
20,1,1.852041595896972,-2.2744101953855926,2.0604089882006678,0,0.3333333333333333
21,1,1.8765766869957816,-2.385598314676287,2.0464599797112446,0,0.35
22,1,1.8916572678776955,-2.497396706983932,2.0223586298504026,0,0.3666666666666666
23,1,1.9134001054547976,-2.615969719520644,1.998861969153114,0,0.3833333333333333
24,1,1.940392253140824,-2.726658976219122,1.9714938864421765,0,0.4
25,1,1.9574697254796067,-2.8605199053888057,1.9549004207119924,0,0.4166666666666667
26,1,1.9660233623356027,-2.9557791444708963,1.925659560883177,0,0.4333333333333333
27,1,2.007508518181352,-3.12363859480353,1.897688748046462,0,0.45
28,1,2.010992266660071,-3.1813967513696952,1.862433873353445,0,0.4666666666666667
29,1,2.0426007256934877,-3.304309440581836,1.8315890960604484,0,0.4833333333333333
30,1,2.0457498019727214,-3.3672504446305878,1.7932690494966494,0,0.5
31,1,2.081348975055567,-3.51437794100112,1.762090604043811,0,0.5166666666666667
32,1,2.0915849534404543,-3.598872408737292,1.7233127990754922,0,0.5333333333333333
33,1,2.1048159999825478,-3.689938144226295,1.681023748258746,0,0.55
34,1,2.1174060237756094,-3.769583995880721,1.639698333502339,0,0.5666666666666667
35,1,2.130837462623659,-3.8579523158371374,1.595693100577462,0,0.5833333333333334
36,1,2.142933660396654,-3.9247684319609295,1.5453376493931985,0,0.6
37,1,2.1537009096530624,-4.0231166539463405,1.4995818365471785,0,0.6166666666666667
38,1,2.1650537445998674,-4.106934302259775,1.455575322410914,0,0.6333333333333333
39,1,2.1865563709525677,-4.200477650002165,1.401312588177045,0,0.65
40,1,2.200621980206402,-4.281366634556554,1.3585492022249015,0,0.6666666666666666
41,1,2.196482018162532,-4.295309636943989,1.312349251051545,0,0.6833333333333333
42,1,2.2240779938000865,-4.436349532864258,1.261865939666893,0,0.7
43,1,2.2261141693634814,-4.489062140625458,1.207337633381825,0,0.7166666666666667
44,1,2.2328709239396267,-4.550423858494067,1.1501528936432062,0,0.7333333333333333
45,1,2.237785693427269,-4.617278416363155,1.08630255773358,0,0.75
46,1,2.2415015043406554,-4.669207705024157,1.026565794051311,0,0.7666666666666667
47,1,2.2458786584175128,-4.725911537752595,0.961399022204878,0,0.7833333333333333
48,1,2.26005004227678,-4.761260428227745,0.9049745232954752,0,0.8
49,1,2.258875380194054,-4.844195660358689,0.853742213093914,0,0.8166666666666667
50,1,2.267954429200171,-4.8991879362279125,0.7940087402896009,0,0.8333333333333334
51,1,2.2769343099431736,-4.95909006419064,0.7257229410995333,0,0.85
52,1,2.2795898257801235,-5.014677605816517,0.6595612900166091,0,0.8666666666666667
53,1,2.285203965949037,-5.0690032676851,0.5895615671829734,0,0.8833333333333333
54,1,2.2896178574092856,-5.128630365278336,0.5252405464806598,0,0.9
55,1,2.2909265672674985,-5.180611519154295,0.4496732448235157,0,0.9166666666666666
56,1,2.297405114203449,-5.233354927049865,0.3779921559572909,0,0.9333333333333332
57,1,2.302289255774616,-5.278695262246903,0.3007891878887879,0,0.95
58,1,2.305801478346073,-5.340036366245589,0.2343195077395944,0,0.9666666666666668
59,1,2.3495376943697037,-5.528045773944463,0.1226165225588759,0,0.9833333333333332
60,1,2.352757272016532,-5.58445901414749,0.05033665705883,2,1.0
61,1,2.343747534808164,-5.569820270269297,0.0310690354776608,0,1.0166666666666666
